user_id,persona,date,description,amount,category,subcategory,merchant_key,is_anomaly,anomaly_type
2,young_professional,2024-07-07,POS 8369XXXXXX8224 RAPIDO BANGALORE,-139.24,Transport,Rideshare,RAPIDO,0,
2,young_professional,2024-07-08,POS 3893XXXXXX7286 BOX8 PUNE,-509.7,Food & Dining,Delivery,BOX8,0,
2,young_professional,2024-07-08,SPOTIFY HYDERABAD,-452.43,Subscriptions,Streaming,SPOTIFY,0,
2,young_professional,2024-07-09,ICLOUD NOIDA,-218.09,Subscriptions,Software,ICLOUD,0,
2,young_professional,2024-07-09,POS 9036XXXXXX8009 KFC CHENNAI,-1035.1,Food & Dining,Restaurant,KFC,0,
2,young_professional,2024-07-10,UPI/342705760/BURGER KING/paytm,-426.97,Food & Dining,Restaurant,BURGER KING,0,
2,young_professional,2024-07-10,UPI/612196177566/MICROSOFT 365/okhdfc,-325.31,Subscriptions,Software,MICROSOFT 365,0,
2,young_professional,2024-07-11,MICROSOFT 365 367605,-270.9,Subscriptions,Software,MICROSOFT 365,0,
2,young_professional,2024-07-11,POS 5938XXXXXX8992 GOLDS GYM NOIDA,-814.49,Health,Fitness,GOLDS GYM,0,
2,young_professional,2024-07-12,DREAM11 DELHI,-1146.86,Entertainment,Gaming,DREAM11,0,
2,young_professional,2024-07-14,UPI-BLUE TOKAI-562074868840@icici,-496.78,Food & Dining,Cafe,BLUE TOKAI,0,
2,young_professional,2024-07-15,ACH D- ZOMATO-399116,-83.19,Food & Dining,Delivery,ZOMATO,0,
2,young_professional,2024-07-15,STARBUCKS 788974,-594.08,Food & Dining,Cafe,STARBUCKS,0,
2,young_professional,2024-07-16,ACH D- RAPIDO-946883,-256.42,Transport,Rideshare,RAPIDO,0,
2,young_professional,2024-07-16,IRCTC 214160,-138.07,Transport,Public,IRCTC,0,
2,young_professional,2024-07-16,UPI-BURGER KING-048507731549@icici,-618.43,Food & Dining,Restaurant,BURGER KING,0,
2,young_professional,2024-07-17,IRCTC 492093,-147.7,Transport,Public,IRCTC,0,
2,young_professional,2024-07-19,MILK DAIRY  078573,-681.57,Groceries,Local,MILK DAIRY BOOTH,0,
2,young_professional,2024-07-20,BLUSMART *31685,-137.65,Transport,Rideshare,BLUSMART,0,
2,young_professional,2024-07-20,POS 4212XXXXXX9730 DELHI METRO BANGALORE,-156.72,Transport,Public,DELHI METRO,0,
2,young_professional,2024-07-20,UPI-BESCOM-226337748645@icici,-1915.98,Utilities,Electricity,BESCOM,0,
2,young_professional,2024-07-20,UPI/733635621227/BLINKIT/oksbi,-851.37,Groceries,Online,BLINKIT,0,
2,young_professional,2024-07-20,UPI/733635621227/BLINKIT/oksbi,-851.37,Groceries,Online,BLINKIT,1,duplicate_charge
2,young_professional,2024-07-20,ZOMATO NOIDA,-340.54,Food & Dining,Delivery,ZOMATO,0,
2,young_professional,2024-07-21,UPI/427693001/URBAN COMPANY/oksbi,-16888.75,Housing,Maintenance,URBAN COMPANY,0,
2,young_professional,2024-07-22,POS 5150XXXXXX8434 BIGBASKET MUMBAI,-338.27,Groceries,Online,BIGBASKET,0,
2,young_professional,2024-07-22,UPI-ZOMATO-489421423@axl,-262.14,Food & Dining,Delivery,ZOMATO,0,
2,young_professional,2024-07-22,UPI/641945413674/PLAYSTATION STORE/oksbi,-715.12,Entertainment,Gaming,PLAYSTATION STORE,0,
2,young_professional,2024-07-22,VIJAY SALES *44409,-1621.44,Shopping,Electronics,VIJAY SALES,0,
2,young_professional,2024-07-23,UPI/051769647/RAPIDO/paytm,-178.84,Transport,Rideshare,RAPIDO,0,
2,young_professional,2024-07-24,ACH D- BESCOM-251606,-1168.78,Utilities,Electricity,BESCOM,0,
2,young_professional,2024-07-24,ACH D- BURGER KING-507542,-590.53,Food & Dining,Restaurant,BURGER KING,1,burst
2,young_professional,2024-07-24,BURGER K 540514,-490.94,Food & Dining,Restaurant,BURGER KING,1,burst
2,young_professional,2024-07-24,BURGER KI 102052,-414.03,Food & Dining,Restaurant,BURGER KING,1,burst
2,young_professional,2024-07-24,BURGER KIN 065178,-649.29,Food & Dining,Restaurant,BURGER KING,1,burst
2,young_professional,2024-07-24,BURGER KIN 537222,-651.43,Food & Dining,Restaurant,BURGER KING,1,burst
2,young_professional,2024-07-24,BURGER KING BANGALORE,-467.26,Food & Dining,Restaurant,BURGER KING,0,
2,young_professional,2024-07-24,OLA CABS NOIDA,-104.66,Transport,Rideshare,OLA CABS,0,
2,young_professional,2024-07-24,POS 7210XXXXXX1485 BURGER KING NOIDA,-484.9,Food & Dining,Restaurant,BURGER KING,1,burst
2,young_professional,2024-07-25,CROMA 819797,-2172.81,Shopping,Electronics,CROMA,0,
2,young_professional,2024-07-26,NOBROKER RENT *91333,-16387.26,Housing,Rent,NOBROKER RENT,0,
2,young_professional,2024-07-26,UPI/726574503330/BLUE TOKAI/paytm,-575.49,Food & Dining,Cafe,BLUE TOKAI,0,
2,young_professional,2024-07-27,ACH D- MUMBAI LOCAL PASS-253103,-166.31,Transport,Public,MUMBAI LOCAL PASS,0,
2,young_professional,2024-07-27,ACH D- THIRD WAVE COFFEE-530033,-182.3,Food & Dining,Cafe,THIRD WAVE COFFEE,0,
2,young_professional,2024-07-27,UPI/175956329460/BLUE TOKAI/oksbi,-290.45,Food & Dining,Cafe,BLUE TOKAI,0,
2,young_professional,2024-07-28,SHARMA KIRANA NOIDA,-509.21,Groceries,Local,SHARMA KIRANA,0,
2,young_professional,2024-07-28,UPI-SHARMA KIRANA-384329906033@axl,-1541.59,Groceries,Local,SHARMA KIRANA,0,
2,young_professional,2024-07-29,MUMBAI LOCAL PA 356347,-400.43,Transport,Public,MUMBAI LOCAL PASS,0,
2,young_professional,2024-07-29,UPI/492833410013/BOOKMYSHOW/oksbi,-397.65,Entertainment,Movies,BOOKMYSHOW,0,
2,young_professional,2024-07-31,BARBEQUE N 138470,-519.71,Food & Dining,Restaurant,BARBEQUE NATION,0,
2,young_professional,2024-07-31,CAFE COFFEE DAY NOIDA,-180.41,Food & Dining,Cafe,CAFE COFFEE DAY,0,
2,young_professional,2024-07-31,UPI-CROMA-867515627906@icici,-1736.98,Shopping,Electronics,CROMA,0,
2,young_professional,2024-07-31,UPI/681589785028/SHELL FUEL/oksbi,-105.77,Transport,Fuel,SHELL FUEL,0,
2,young_professional,2024-08-01,GOOGLE ONE 692112,-332.42,Subscriptions,Software,GOOGLE ONE,0,
2,young_professional,2024-08-01,UPI-HP PETROL PUMP-000536106@ybl,-104.8,Transport,Fuel,HP PETROL PUMP,0,
2,young_professional,2024-08-01,UPI-INOX-366070764093@icici,-81717.84,Entertainment,Movies,INOX,1,unusual_high_value
2,young_professional,2024-08-01,UPI-MANIPAL HOSPITAL-195632716635@ybl,-983.72,Health,Clinic,MANIPAL HOSPITAL,0,
2,young_professional,2024-08-02,AMAZON 484863,-2175.3,Shopping,Online,AMAZON,0,
2,young_professional,2024-08-02,HOTSTAR PUNE,-258.93,Subscriptions,Streaming,HOTSTAR,0,
2,young_professional,2024-08-02,POS 7519XXXXXX9763 UBER PUNE,-144.67,Transport,Rideshare,UBER,0,
2,young_professional,2024-08-02,YOUTUBE PREM 545505,-254.59,Subscriptions,Streaming,YOUTUBE PREMIUM,0,
2,young_professional,2024-08-03,APPLE STORE BANGALORE,-5986.19,Shopping,Electronics,APPLE STORE,0,
2,young_professional,2024-08-03,DOMINOS PIZZA *69712,-335.39,Food & Dining,Delivery,DOMINOS PIZZA,0,
2,young_professional,2024-08-03,POS 6080XXXXXX5160 ACT FIBERNET PUNE,-854.99,Utilities,Telecom,ACT FIBERNET,0,
2,young_professional,2024-08-03,UPI-KFC-325771873971@ybl,-594.73,Food & Dining,Restaurant,KFC,0,
2,young_professional,2024-08-03,UPI-OLA CABS-441846981210@icici,-191.96,Transport,Rideshare,OLA CABS,0,
2,young_professional,2024-08-04,NOBROKER RENT *21522,-5902.12,Housing,Rent,NOBROKER RENT,0,
2,young_professional,2024-08-04,SALARY CREDIT BANGALORE,54388.9,Income,Salary,SALARY CREDIT,0,
2,young_professional,2024-08-05,BLUE TOKAI DELHI,-442.28,Food & Dining,Cafe,BLUE TOKAI,0,
2,young_professional,2024-08-05,HP PETROL PUMP NOIDA,-208.3,Transport,Fuel,HP PETROL PUMP,0,
2,young_professional,2024-08-05,MCDONALDS NOIDA,-591.32,Food & Dining,Restaurant,MCDONALDS,0,
2,young_professional,2024-08-05,PVR CINEMAS NOIDA,-280.48,Entertainment,Movies,PVR CINEMAS,0,
2,young_professional,2024-08-06,POS 5072XXXXXX3163 ACT FIBERNET DELHI,-937.53,Utilities,Telecom,ACT FIBERNET,0,
2,young_professional,2024-08-07,ACH D- DOMINOS PIZZA-372808,-452.76,Food & Dining,Delivery,DOMINOS PIZZA,0,
2,young_professional,2024-08-08,BLINKIT DELHI,-444.89,Groceries,Online,BLINKIT,0,
2,young_professional,2024-08-08,KFC NOIDA,-451.14,Food & Dining,Restaurant,KFC,0,
2,young_professional,2024-08-09,SPENCERS DELHI,-2921.21,Groceries,Supermarket,SPENCERS,0,
2,young_professional,2024-08-10,ACH D- COMEDY CLUB TICKETS-171699,-422.43,Entertainment,Events,COMEDY CLUB TICKETS,0,
2,young_professional,2024-08-10,UPI-FORTIS HOSPITAL-307722605@ybl,-900.92,Health,Clinic,FORTIS HOSPITAL,0,
2,young_professional,2024-08-10,UPI/527078258/DMART/okhdfc,-699.08,Groceries,Supermarket,DMART,0,
2,young_professional,2024-08-10,ZOMATO 724250,-474.5,Food & Dining,Delivery,ZOMATO,0,
2,young_professional,2024-08-12,ACH D- THIRD WAVE COFFEE-841911,-556.93,Food & Dining,Cafe,THIRD WAVE COFFEE,0,
2,young_professional,2024-08-12,COMEDY CLUB  823900,-488.72,Entertainment,Events,COMEDY CLUB TICKETS,0,
2,young_professional,2024-08-12,KFC 001527,-279.82,Food & Dining,Restaurant,KFC,0,
2,young_professional,2024-08-12,MCDONALDS *51861,-414.02,Food & Dining,Restaurant,MCDONALDS,0,
2,young_professional,2024-08-15,UPI-TAJ HOTELS-103502981@axl,-2558.8,Travel,Stay,TAJ HOTELS,0,
2,young_professional,2024-08-16,ACH D- IRCTC-472781,-114.78,Transport,Public,IRCTC,0,
2,young_professional,2024-08-16,UPI-PLAYSTATION STORE-023645143@icici,-436.66,Entertainment,Gaming,PLAYSTATION STORE,0,
2,young_professional,2024-08-16,UPI/429612284718/TATA POWER/oksbi,-1499.05,Utilities,Electricity,TATA POWER,0,
2,young_professional,2024-08-17,OLA CABS *18486,-193.05,Transport,Rideshare,OLA CABS,0,
2,young_professional,2024-08-17,POS 2364XXXXXX5627 OLA CABS NOIDA,-292.23,Transport,Rideshare,OLA CABS,0,
2,young_professional,2024-08-18,POS 1808XXXXXX5911 SWIGGY GURGAON,-376.88,Food & Dining,Delivery,SWIGGY,0,
2,young_professional,2024-08-19,POS 7208XXXXXX3981 DOMINOS PIZZA GURGAON,-246.55,Food & Dining,Delivery,DOMINOS PIZZA,0,
2,young_professional,2024-08-19,SHARMA K 239950,-656.03,Groceries,Local,SHARMA KIRANA,0,
2,young_professional,2024-08-20,POS 1844XXXXXX8475 BOX8 BANGALORE,-188.18,Food & Dining,Delivery,BOX8,0,
2,young_professional,2024-08-20,POS 2750XXXXXX8082 DELHI METRO BANGALORE,-130.31,Transport,Public,DELHI METRO,0,
2,young_professional,2024-08-20,POS 6782XXXXXX4243 CHAAYOS PUNE,-376.67,Food & Dining,Cafe,CHAAYOS,0,
2,young_professional,2024-08-21,POS 4218XXXXXX6009 RELIANCE DIGITAL PUNE,-2524.18,Shopping,Electronics,RELIANCE DIGITAL,0,
2,young_professional,2024-08-22,HP PETROL PU 865729,-116.76,Transport,Fuel,HP PETROL PUMP,0,
2,young_professional,2024-08-23,ACH D- HOTSTAR-498661,-236.28,Subscriptions,Streaming,HOTSTAR,0,
2,young_professional,2024-08-23,UPI-BOX8-937609040@axl,-393.26,Food & Dining,Delivery,BOX8,0,
2,young_professional,2024-08-25,STARBUCKS *42633,-609.06,Food & Dining,Cafe,STARBUCKS,0,
2,young_professional,2024-08-25,UPI/588579721030/KFC/okhdfc,-682.13,Food & Dining,Restaurant,KFC,0,
2,young_professional,2024-08-27,OLA CAB 961291,-229.16,Transport,Rideshare,OLA CABS,0,
2,young_professional,2024-08-27,UPI-MUMBAI LOCAL PASS-617315424330@icici,-326.81,Transport,Public,MUMBAI LOCAL PASS,0,
2,young_professional,2024-08-28,POS 4626XXXXXX5034 AJIO MUMBAI,-21048.65,Shopping,Online,AJIO,1,amount_spike
2,young_professional,2024-08-29,DOMINOS PIZZA NOIDA,-618.91,Food & Dining,Delivery,DOMINOS PIZZA,0,
2,young_professional,2024-08-30,ACH D- VIJAY SALES-746401,-1268.81,Shopping,Electronics,VIJAY SALES,0,
2,young_professional,2024-08-30,UBER 741726,-229.17,Transport,Rideshare,UBER,0,
2,young_professional,2024-08-30,UPI-BLUE TOKAI-074445472581@axl,-190.96,Food & Dining,Cafe,BLUE TOKAI,0,
2,young_professional,2024-08-31,AIRTEL POSTPAID GURGAON,-990.98,Utilities,Telecom,AIRTEL POSTPAID,0,
2,young_professional,2024-08-31,CHAAYOS MUMBAI,-369.18,Food & Dining,Cafe,CHAAYOS,0,
2,young_professional,2024-08-31,HALDIRAM 662077,-298.9,Food & Dining,Restaurant,HALDIRAMS,0,
2,young_professional,2024-08-31,UPI-JIOMART-501251189086@icici,-732.77,Groceries,Online,JIOMART,0,
2,young_professional,2024-09-01,CLEARTR 961052,-17077.84,Travel,Flights,CLEARTRIP,0,
2,young_professional,2024-09-01,SWIGGY MUMBAI,-346.67,Food & Dining,Delivery,SWIGGY,0,
2,young_professional,2024-09-02,SALARY CREDIT GURGAON,54675.27,Income,Salary,SALARY CREDIT,0,
2,young_professional,2024-09-02,UPI/966271209/BURGER KING/paytm,-203.73,Food & Dining,Restaurant,BURGER KING,0,
2,young_professional,2024-09-03,MCDONALDS *90166,-327.16,Food & Dining,Restaurant,MCDONALDS,0,
2,young_professional,2024-09-03,UPI-CHAAYOS-845797609@ybl,-238.28,Food & Dining,Cafe,CHAAYOS,0,
2,young_professional,2024-09-03,UPI/667718202/INDIAN OIL PETROL/oksbi,-102.03,Transport,Fuel,INDIAN OIL PETROL,0,
2,young_professional,2024-09-05,ACH D- MUMBAI LOCAL PASS-203510,-107.98,Transport,Public,MUMBAI LOCAL PASS,0,
2,young_professional,2024-09-06,BIG BAZAA 301325,-800.72,Groceries,Supermarket,BIG BAZAAR,0,
2,young_professional,2024-09-06,POS 2947XXXXXX5665 ICLOUD CHENNAI,-317.93,Subscriptions,Software,ICLOUD,0,
2,young_professional,2024-09-07,POS 3282XXXXXX9376 BLINKIT HYDERABAD,-281.5,Groceries,Online,BLINKIT,0,
2,young_professional,2024-09-07,UPI-CROMA-091460668570@axl,-669.73,Shopping,Electronics,CROMA,0,
2,young_professional,2024-09-08,HALDIR 679931,-364.72,Food & Dining,Restaurant,HALDIRAMS,0,
2,young_professional,2024-09-08,RENT TRANSFER LANDLORD *56871,-13453.16,Housing,Rent,RENT TRANSFER LANDLORD,0,
2,young_professional,2024-09-08,UPI-HALDIRAMS-084303248397@axl,-308.8,Food & Dining,Restaurant,HALDIRAMS,0,
2,young_professional,2024-09-09,UPI-PAYTM INSIDER-046857334991@axl,-465.53,Entertainment,Events,PAYTM INSIDER,0,
2,young_professional,2024-09-11,BMTC BUS PASS 501131,-182.27,Transport,Public,BMTC BUS PASS,0,
2,young_professional,2024-09-11,THIRD WAVE 814856,-589.48,Food & Dining,Cafe,THIRD WAVE COFFEE,0,
2,young_professional,2024-09-11,UPI-RELIANCE DIGITAL-942760359895@ybl,-1178.43,Shopping,Electronics,RELIANCE DIGITAL,0,
2,young_professional,2024-09-12,ACH D- MILK DAIRY BOOTH-821520,-1210.73,Groceries,Local,MILK DAIRY BOOTH,0,
2,young_professional,2024-09-12,BLUE TOKAI *34855,-1443.52,Food & Dining,Cafe,BLUE TOKAI,0,
2,young_professional,2024-09-12,POS 3494XXXXXX4212 ZOMATO NOIDA,-330.96,Food & Dining,Delivery,ZOMATO,0,
2,young_professional,2024-09-14,BLUE TOKAI *97019,-607.99,Food & Dining,Cafe,BLUE TOKAI,0,
2,young_professional,2024-09-14,MICROSO 359230,-524.43,Subscriptions,Software,MICROSOFT 365,0,
2,young_professional,2024-09-15,CHAAYOS *85788,-350.36,Food & Dining,Cafe,CHAAYOS,0,
2,young_professional,2024-09-15,CROMA MUMBAI,-1826.33,Shopping,Electronics,CROMA,0,
2,young_professional,2024-09-16,OLA CABS CHENNAI,-191.44,Transport,Rideshare,OLA CABS,0,
2,young_professional,2024-09-16,PVR CINEMAS *11526,-552.13,Entertainment,Movies,PVR CINEMAS,0,
2,young_professional,2024-09-16,UBER 020390,-310.48,Transport,Rideshare,UBER,0,
2,young_professional,2024-09-17,ACH D- OLA CABS-106903,-470.65,Transport,Rideshare,OLA CABS,0,
2,young_professional,2024-09-18,AIRTEL POSTPAID *51722,-1046.22,Utilities,Telecom,AIRTEL POSTPAID,0,
2,young_professional,2024-09-18,PAYTM INSID 663246,-474.21,Entertainment,Events,PAYTM INSIDER,0,
2,young_professional,2024-09-18,UPI-HALDIRAMS-554828008700@ybl,-369.26,Food & Dining,Restaurant,HALDIRAMS,0,
2,young_professional,2024-09-19,ACH D- CROMA-884511,-4092.55,Shopping,Electronics,CROMA,0,
2,young_professional,2024-09-19,SHARMA K 246042,-662.51,Groceries,Local,SHARMA KIRANA,0,
2,young_professional,2024-09-20,POS 2752XXXXXX4086 LIFESTYLE STORES MUMBAI,-2691.18,Shopping,Fashion,LIFESTYLE STORES,0,
2,young_professional,2024-09-20,UPI-CHAAYOS-943518841811@axl,-691.54,Food & Dining,Cafe,CHAAYOS,0,
2,young_professional,2024-09-21,UPI-BLINKIT-419608402@icici,-668.74,Groceries,Online,BLINKIT,0,
2,young_professional,2024-09-22,JIO PREP 831945,-1381.19,Utilities,Telecom,JIO PREPAID,0,
2,young_professional,2024-09-22,UPI/453117522/CHATGPT PLUS/oksbi,-312.88,Subscriptions,Software,CHATGPT PLUS,0,
2,young_professional,2024-09-23,ACH D- PRACTO CONSULT-902057,-448.5,Health,Clinic,PRACTO CONSULT,1,burst
2,young_professional,2024-09-23,PLAYSTATION STORE BANGALORE,-393.33,Entertainment,Gaming,PLAYSTATION STORE,0,
2,young_professional,2024-09-23,POS 6731XXXXXX5440 IRCTC PUNE,-236.45,Transport,Public,IRCTC,0,
2,young_professional,2024-09-23,PRACTO C 436819,-346.94,Health,Clinic,PRACTO CONSULT,0,
2,young_professional,2024-09-23,PRACTO C 535759,-452.14,Health,Clinic,PRACTO CONSULT,1,burst
2,young_professional,2024-09-23,PRACTO CONSULT BANGALORE,-262.42,Health,Clinic,PRACTO CONSULT,1,burst
2,young_professional,2024-09-23,UPI-PRACTO CONSULT-270229783@axl,-363.97,Health,Clinic,PRACTO CONSULT,1,burst
2,young_professional,2024-09-23,UPI/916365714295/PRACTO CONSULT/okhdfc,-235.08,Health,Clinic,PRACTO CONSULT,1,burst
2,young_professional,2024-09-25,POS 2407XXXXXX4792 STARBUCKS CHENNAI,-328.6,Food & Dining,Cafe,STARBUCKS,0,
2,young_professional,2024-09-26,GOOGLE O 259263,-319.18,Subscriptions,Software,GOOGLE ONE,0,
2,young_professional,2024-09-27,UPI/379318636190/THIRD WAVE COFFEE/paytm,-487.31,Food & Dining,Cafe,THIRD WAVE COFFEE,0,
2,young_professional,2024-09-27,UPI/518457892092/THIRD WAVE COFFEE/paytm,-565.28,Food & Dining,Cafe,THIRD WAVE COFFEE,0,
2,young_professional,2024-09-28,ZOMATO HYDERABAD,-445.78,Food & Dining,Delivery,ZOMATO,0,
2,young_professional,2024-09-29,ACH D- FRESH VEGETABLES MART-370677,-1210.12,Groceries,Local,FRESH VEGETABLES MART,0,
2,young_professional,2024-09-29,POS 7808XXXXXX7494 RAPIDO MUMBAI,-187.14,Transport,Rideshare,RAPIDO,0,
2,young_professional,2024-09-30,BIGBASKE 774191,-1075.61,Groceries,Online,BIGBASKET,0,
2,young_professional,2024-09-30,UPI-BOX8-317464207029@axl,-556.04,Food & Dining,Delivery,BOX8,0,
2,young_professional,2024-10-01,POS 3359XXXXXX9670 FRESH VEGETABLES MART NOIDA,-633.77,Groceries,Local,FRESH VEGETABLES MART,0,
2,young_professional,2024-10-02,BURGER KING *71295,-159.62,Food & Dining,Restaurant,BURGER KING,0,
2,young_professional,2024-10-02,DMART *33957,-1776.63,Groceries,Supermarket,DMART,0,
2,young_professional,2024-10-02,UPI-IRCTC-053017295017@ybl,-339.31,Transport,Public,IRCTC,0,
2,young_professional,2024-10-03,UPI-DELHI METRO-338885696@icici,-69.39,Transport,Public,DELHI METRO,0,
2,young_professional,2024-10-04,HP PETROL PUMP *17687,-60.32,Transport,Fuel,HP PETROL PUMP,0,
2,young_professional,2024-10-04,SALARY CREDIT HYDERABAD,55285.22,Income,Salary,SALARY CREDIT,0,
2,young_professional,2024-10-05,ACH D- BSES RAJDHANI-919695,-1698.89,Utilities,Electricity,BSES RAJDHANI,0,
2,young_professional,2024-10-05,ACH D- SWIGGY-446704,-555.32,Food & Dining,Delivery,SWIGGY,0,
2,young_professional,2024-10-05,PAYTM INSIDER *64687,-515.53,Entertainment,Events,PAYTM INSIDER,0,
2,young_professional,2024-10-06,BURGER K 760066,-517.75,Food & Dining,Restaurant,BURGER KING,0,
2,young_professional,2024-10-06,MUMBAI LOCAL PASS GURGAON,-97.96,Transport,Public,MUMBAI LOCAL PASS,0,
2,young_professional,2024-10-06,POS 2482XXXXXX8290 COMEDY CLUB TICKETS BANGALORE,-804.7,Entertainment,Events,COMEDY CLUB TICKETS,0,
2,young_professional,2024-10-08,KFC GURGAON,-157.42,Food & Dining,Restaurant,KFC,0,
2,young_professional,2024-10-09,SWIGGY MUMBAI,-491.61,Food & Dining,Delivery,SWIGGY,0,
2,young_professional,2024-10-10,IRCTC DELHI,-426.56,Transport,Public,IRCTC,0,
2,young_professional,2024-10-10,RELIANCE D 908255,-3670.45,Shopping,Electronics,RELIANCE DIGITAL,0,
2,young_professional,2024-10-11,ACH D- BIGBASKET-553814,-351.54,Groceries,Online,BIGBASKET,0,
2,young_professional,2024-10-11,HOTSTAR DELHI,-399.5,Subscriptions,Streaming,HOTSTAR,0,
2,young_professional,2024-10-11,POS 6014XXXXXX8552 COMEDY CLUB TICKETS HYDERABAD,-874.02,Entertainment,Events,COMEDY CLUB TICKETS,0,
2,young_professional,2024-10-11,UPI/089048470/THIRD WAVE COFFEE/paytm,-314.57,Food & Dining,Cafe,THIRD WAVE COFFEE,0,
2,young_professional,2024-10-12,UPI-KFC-903547728@ybl,-290.47,Food & Dining,Restaurant,KFC,0,
2,young_professional,2024-10-13,ACH D- AIR INDIA-562637,-34045.29,Travel,Flights,AIR INDIA,1,unusual_high_value
2,young_professional,2024-10-13,ACH D- SHARMA KIRANA-195599,-1612.86,Groceries,Local,SHARMA KIRANA,0,
2,young_professional,2024-10-13,CLEARTRIP NOIDA,-3925.34,Travel,Flights,CLEARTRIP,0,
2,young_professional,2024-10-13,DELHI METRO CHENNAI,-113.07,Transport,Public,DELHI METRO,0,
2,young_professional,2024-10-13,NETFLIX 737299,-122.96,Subscriptions,Streaming,NETFLIX,0,
2,young_professional,2024-10-13,UPI/695068773/AJIO/paytm,-3894.74,Shopping,Online,AJIO,0,
2,young_professional,2024-10-14,HALDIRA 351840,-237.32,Food & Dining,Restaurant,HALDIRAMS,0,
2,young_professional,2024-10-14,THIRD WAVE COFFEE MUMBAI,-876.54,Food & Dining,Cafe,THIRD WAVE COFFEE,0,
2,young_professional,2024-10-14,UPI-AJIO-036458362792@ybl,-4303.92,Shopping,Online,AJIO,0,
2,young_professional,2024-10-15,ACH D- THIRD WAVE COFFEE-190608,-243.08,Food & Dining,Cafe,THIRD WAVE COFFEE,0,
2,young_professional,2024-10-15,BARBEQUE NATI 708024,-347.01,Food & Dining,Restaurant,BARBEQUE NATION,0,
2,young_professional,2024-10-15,KFC NOIDA,-463.51,Food & Dining,Restaurant,KFC,0,
2,young_professional,2024-10-15,UPI-PVR CINEMAS-728879326@ybl,-396.17,Entertainment,Movies,PVR CINEMAS,0,
2,young_professional,2024-10-16,ACH D- COMEDY CLUB TICKETS-877916,-769.16,Entertainment,Events,COMEDY CLUB TICKETS,0,
2,young_professional,2024-10-16,MAKEMYTRIP BANGALORE,-5927.26,Travel,Flights,MAKEMYTRIP,0,
2,young_professional,2024-10-16,OYO ROOMS *90475,-61447.88,Travel,Stay,OYO ROOMS,1,unusual_high_value
2,young_professional,2024-10-17,BMTC BUS P 706006,-164.85,Transport,Public,BMTC BUS PASS,0,
2,young_professional,2024-10-17,UPI-CHATGPT PLUS-923400243143@axl,-203.53,Subscriptions,Software,CHATGPT PLUS,0,
2,young_professional,2024-10-17,UPI-JIOMART-584074622638@axl,-1012.54,Groceries,Online,JIOMART,0,
2,young_professional,2024-10-18,STARBUCKS *85847,-319.1,Food & Dining,Cafe,STARBUCKS,0,
2,young_professional,2024-10-20,UPI/859069324814/SHELL FUEL/ybl,-131.11,Transport,Fuel,SHELL FUEL,0,
2,young_professional,2024-10-21,OLA CABS *36237,-141.74,Transport,Rideshare,OLA CABS,0,
2,young_professional,2024-10-21,UPI-PHARMEASY-005179889965@ybl,-1186.79,Health,Pharmacy,PHARMEASY,0,
2,young_professional,2024-10-22,DREAM11 HYDERABAD,-702.93,Entertainment,Gaming,DREAM11,0,
2,young_professional,2024-10-23,DMART *03335,-1396.6,Groceries,Supermarket,DMART,0,
2,young_professional,2024-10-23,UPI-HALDIRAMS-708639953@ybl,-214.49,Food & Dining,Restaurant,HALDIRAMS,0,
2,young_professional,2024-10-23,UPI/633181555023/MUMBAI LOCAL PASS/paytm,-207.7,Transport,Public,MUMBAI LOCAL PASS,0,
2,young_professional,2024-10-24,STEAM GAMES *78355,-981.54,Entertainment,Gaming,STEAM GAMES,0,
2,young_professional,2024-10-25,GOOGLE ONE BANGALORE,-278.92,Subscriptions,Software,GOOGLE ONE,0,
2,young_professional,2024-10-25,POS 5183XXXXXX8192 ADANI ELECTRICITY GURGAON,-1029.62,Utilities,Electricity,ADANI ELECTRICITY,0,
2,young_professional,2024-10-25,UPI/367563525009/HALDIRAMS/oksbi,-400.1,Food & Dining,Restaurant,HALDIRAMS,0,
2,young_professional,2024-10-26,IRCTC *43622,-119.98,Transport,Public,IRCTC,0,
2,young_professional,2024-10-26,KFC *08147,-368.21,Food & Dining,Restaurant,KFC,0,
2,young_professional,2024-10-26,SWIGGY 926866,-745.96,Food & Dining,Delivery,SWIGGY,0,
2,young_professional,2024-10-28,SWIGGY INSTAMART GURGAON,-609.05,Groceries,Online,SWIGGY INSTAMART,0,
2,young_professional,2024-10-28,UPI/263460641/SHELL FUEL/okhdfc,-137.08,Transport,Fuel,SHELL FUEL,0,
2,young_professional,2024-10-28,UPI/651128748728/INDANE GAS/ybl,-1696.24,Utilities,Gas & Water,INDANE GAS,0,
2,young_professional,2024-10-29,UPI-BURGER KING-890116870@ybl,-380.34,Food & Dining,Restaurant,BURGER KING,0,
2,young_professional,2024-10-29,UPI/946399528501/BURGER KING/okhdfc,-731.86,Food & Dining,Restaurant,BURGER KING,0,
2,young_professional,2024-10-30,POS 6596XXXXXX4209 PIZZA HUT BANGALORE,-386.21,Food & Dining,Delivery,PIZZA HUT,0,
2,young_professional,2024-10-31,FLIPKART *54908,-4518.02,Shopping,Online,FLIPKART,0,
2,young_professional,2024-10-31,OLA CABS 253027,-132.5,Transport,Rideshare,OLA CABS,0,
2,young_professional,2024-10-31,POS 2104XXXXXX9796 SHARMA KIRANA NOIDA,-920.59,Groceries,Local,SHARMA KIRANA,0,
